,time_code,year,month,day,week
1813,20180311,2018,3,11,10
1814,20180312,2018,3,12,11
1815,20180313,2018,3,13,11
1816,20180314,2018,3,14,11
1817,20180315,2018,3,15,11
1818,20180316,2018,3,16,11
1819,20180317,2018,3,17,11
1820,20180318,2018,3,18,11
1821,20180319,2018,3,19,12
1822,20180320,2018,3,20,12
1823,20180321,2018,3,21,12
1824,20180322,2018,3,22,12
1825,20180323,2018,3,23,12
1826,20180324,2018,3,24,12
1827,20180325,2018,3,25,12
1828,20180326,2018,3,26,13
1829,20180327,2018,3,27,13
1830,20180328,2018,3,28,13
1831,20180329,2018,3,29,13
1832,20180330,2018,3,30,13
1833,20180331,2018,3,31,13
1834,20180401,2018,4,1,13
1835,20180402,2018,4,2,14
1836,20180403,2018,4,3,14
1837,20180404,2018,4,4,14
1838,20180405,2018,4,5,14
1839,20180406,2018,4,6,14
1840,20180407,2018,4,7,14
1841,20180408,2018,4,8,14
1842,20180409,2018,4,9,15
1843,20180410,2018,4,10,15
1844,20180411,2018,4,11,15
1845,20180412,2018,4,12,15
